,Unnamed: 0,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena,Od centra
34,3586,Beograd,Zvezdara,Mirijevo,16. oktobar,Stan,59,2,CG,7,10,46000,6.052720328
35,1636,Beograd,Rakovica,Kneževac,17 oktobar,Stan,30,1.5,EG,1,3,30000,7.499237591
36,3348,Beograd,Rakovica,Kneževac,17 oktobar,Stan,30,1.5,EG,1,3,30000,7.499237591
37,363,Beograd,Rakovica,Petlovo brdo,17 oktobra,Stan,33,1.5,EG,1,4,36990,7.499237591
38,2003,Beograd,Rakovica,Petlovo brdo,17 oktobra,Stan,33,1.5,EG,1,4,36990,7.499237591
39,498,Beograd,Rakovica,Labudovo brdo,17 oktobra,Stan,41,1.5,TA,2,4,38000,7.499237591
40,2389,Beograd,Rakovica,Labudovo brdo,17 oktobra,Stan,41,1.5,TA,2,4,38000,7.499237591
41,4631,Beograd,Rakovica,Labudovo brdo,17 oktobra,Stan,32,1,TA,1,4,30000,7.499237591
42,5441,Beograd,Rakovica,Petlovo brdo,17 oktobra,Stan,33,1.5,Mermerni radijatori,1,3,30000,7.499237591
43,1623,Beograd,Rakovica,Labudovo brdo,17 oktobra,Stan,22,0.5,EG,1,4,23000,7.499237591
44,3308,Beograd,Rakovica,Labudovo brdo,17 oktobra,Stan,22,0.5,EG,1,4,23000,7.499237591
45,4659,Beograd,Voždovac,Naselje Stepa Stepanović,2. srpske armije,Stan,76,2,CG,6,6,76500,5.644466533
46,5688,Beograd,Voždovac,Naselje Stepa Stepanović,2. srpske armije,Stan,83,3,CG,5,6,88000,5.644466533
47,3613,Beograd,Zemun,Centar,22 oktobar,Stan,52,2.5,CG,5,5,58000,4.477235924
48,4218,Beograd,Zemun,Centar,22. oktobra,Stan,52,3,CG,5,5,58000,4.477235924
49,2232,Beograd,Zemun,Centar,22. oktobra,Stan,76,3,TA,3,3,96000,4.477235924
50,228,Beograd,Zemun,Centar,22. oktobra,Stan,76,3,TA,3,3,96000,4.477235924
51,4595,Beograd,Palilula,Tašmajdan,27. marta,Stan,70,3,TA,4,4,115000,1.155198625
52,4375,Beograd,Palilula,Poštanska štedionica,27. marta,Stan,78,2.5,TA,4,4,115000,1.155198625
53,4958,Beograd,Palilula,Poštanska štedionica,27. marta,Stan,97,3.5,CG,2,17,160000,1.155198625
54,204,Beograd,Palilula,Palilulska pijaca,27. marta,Stan,70,3,CG,3,16,109000,1.155198625
55,5930,Beograd,Palilula,Palilulska pijaca,27. marta,Stan,60,2,CG,1,12,80000,1.155198625
56,2041,Beograd,Palilula,Palilulska pijaca,27. marta,Stan,70,3,CG,3,16,109000,1.155198625
57,5491,Beograd,Palilula,Krnjača,3. sutjeska,Stan,41,1.5,EG,PR,3,24900,7.720221496
58,164,Beograd,Rakovica,Kanarevo brdo,6. licke divizije,Stan,96,3,EG,1,2,85000,7.879475389
59,1793,Beograd,Rakovica,Kanarevo brdo,6. licke divizije,Stan,96,3,EG,1,2,85000,7.879475389
60,3991,Beograd,Palilula,Kotež,7 sutjeska,Stan,39,2,Norveški radijatori,2,3,24000,3.087886813
61,3890,Beograd,Palilula,Kotež,7 sutjeska,Stan,41,2,TA,1,3,34500,3.087886813
62,5277,Beograd,Palilula,Borča,7. jula,Stan,38,1,EG,3,3,29000,110.1418782
63,1214,Beograd,Palilula,Kotež,3. sutjeska,Stan,25,0.5,TA,3,3,19000,7.720221496
64,2465,Beograd,Palilula,Kotež,3. sutjeska,Stan,25,0.5,TA,3,3,19000,7.720221496
65,5231,Beograd,Čukarica,Železnik,8. mart,Stan,47,1.5,CG,6,9,36000,9.563246166
66,3868,Beograd,Čukarica,Železnik,8. mart,Stan,77,3,CG,9,9,39000,9.563246166
67,4708,Beograd,Čukarica,Železnik,8. mart,Stan,17,0.5,CG,PR,9,14500,9.563246166
68,4473,Beograd,Savski venac,Centar,admirala geprata,Stan,76,2,CG,4,6,140000,0.630540374
69,3777,Beograd,Zemun,Cara Dušana,alaska,Stan,40,1,CG,4,4,36000,6.58405601
70,61,Beograd,Zvezdara,Mirijevo,aleksandra belica,Stan,72,2.5,CG,5,5,64900,7.207811494
71,2127,Beograd,Zvezdara,Mirijevo,aleksandra belica,Stan,72,2.5,CG,5,5,64900,7.207811494
72,4916,Beograd,Zvezdara,Mirijevo,aleksandra belica,Stan,46,1,CG,2,5,39000,7.207811494
73,1102,Beograd,Čukarica,Filmski grad,ane ahmetove,Stan,56,2,CG,1,5,69000,5.319703206
74,2917,Beograd,Čukarica,Filmski grad,ane ahmetove,Stan,56,2,CG,1,5,69000,5.319703206
75,4085,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,86,3,CG,1,7,139000,2.841751393
76,534,Beograd,Čukarica,Filmski grad,arcibalda rajsa,Stan,20,0.5,EG,2,2,18900,5.60118814
77,2726,Beograd,Čukarica,Filmski grad,arcibalda rajsa,Stan,20,0.5,EG,2,2,18900,5.60118814
78,638,Beograd,Zemun,Altina,abebe bikile,Stan,48,2,EG,2,3,42000,5.319703206
79,2451,Beograd,Zemun,Altina,abebe bikile,Stan,48,2,EG,2,3,42000,5.319703206
80,305,Beograd,Zemun,Altina,abebe bikile,Stan,48,2,EG,2,3,42000,5.319703206
81,2044,Beograd,Zemun,Altina,abebe bikile,Stan,48,2,EG,2,3,42000,5.319703206
82,3638,Beograd,Čukarica,Cerak,ace joksimovica,Stan,60,2,TA,2,2,56900,5.796049712
83,5175,Beograd,Čukarica,Žarkovo,ace joksimovica,Stan,60,2,CG,2,2,56900,5.796049712
84,2037,Beograd,Čukarica,Žarkovo,ace joksimovica,Stan,48,1.5,Gas,PR,4,52000,5.796049712
85,5746,Beograd,Čukarica,Žarkovo,ace joksimovica,Stan,48,1.5,Gas,PR,4,54000,5.796049712
86,496,Beograd,Čukarica,Žarkovo,ace joksimovica,Stan,48,1.5,Gas,PR,4,52000,5.796049712
87,4171,Beograd,Čukarica,Cerak,ace joksimovica,Stan,60,2.5,EG,VPR,2,70000,5.796049712
88,5215,Beograd,Savski venac,Centar,admirala geprata,Stan,60,2,TA,5,6,95000,0.630540374
89,4053,Beograd,Savski venac,Centar,admirala geprata,Stan,75,2,CG,6,7,130000,0.630540374
90,5679,Beograd,Savski venac,Centar,admirala geprata,Stan,62,2.5,CG,5,6,98000,0.630540374
91,5158,Beograd,Voždovac,Autokomanda,admirala vukovica,Stan,111,3,CG,3,5,212500,2.6888765
92,5945,Beograd,Zemun,Zemun polje,akrobate aleksica,Stan,60,2,CG,3,4,50000,11.58700771
93,2761,Beograd,Zemun,Zemun polje,akrobate aleksica,Stan,32,1,CG,2,4,28500,11.58700771
94,1026,Beograd,Zemun,Zemun polje,akrobate aleksica,Stan,32,1,CG,2,4,28500,11.58700771
95,2093,Beograd,Zemun,Gornji grad,alaska,Stan,118,4,EG,4,4,85000,6.58405601
96,625,Beograd,Zemun,Gornji grad,alaska,Stan,118,4,EG,4,4,85000,6.58405601
97,5301,Beograd,Zemun,Gornji grad,alaska,Stan,120,4,EG,4,4,84900,6.58405601
98,5850,Beograd,Zemun,Gornji grad,alaska,Stan,40,1,TA,1,4,39000,6.58405601
99,3827,Beograd,Palilula,Hadžipopovac,albanske spomenice,Stan,74,3,CG,4,4,120000,1.829544166
100,1451,Beograd,Palilula,Cvijićeva,albanske spomenice,Stan,35,1,CG,1,2,39000,1.829544166
101,2983,Beograd,Palilula,Cvijićeva,albanske spomenice,Stan,35,1,CG,1,2,39000,1.829544166
102,4138,Beograd,Palilula,Cvijićeva,albanske spomenice,Stan,35,1,CG,1,2,39000,1.829544166
103,4836,Beograd,Palilula,Profesorska kolonija,albanske spomenice,Stan,33,1,CG,3,14,54000,1.829544166
104,4517,Beograd,Novi Beograd,Ledine,albrehta direra,Stan,45,2.5,EG,2,3,43000,5.319703206
105,6095,Beograd,Obrenovac,Obrenovac (mesto),aleksandra ace simovica,Stan,33,1,CG,3,3,20000,23.89653013
106,3706,Beograd,Zvezdara,Mirijevo,aleksandra belica,Stan,81,4,CG,VPR,4,75000,7.207811494
107,5970,Beograd,Zvezdara,Mirijevo,aleksandra belica,Stan,92,3.5,CG,1,5,82800,7.207811494
108,5767,Beograd,Palilula,Karaburma,aleksandra fleminga,Stan,49,2.5,EG,PSUT,4,45000,4.713710427
109,1222,Beograd,Savski venac,Dedinje,aleksandra tirnanica tirketa,Stan,135,3,CG,VPR,2,295000,4.683626384
110,4621,Beograd,Vračar,Slavija,alekse nenadovica,Stan,66,2,CG,3,3,126000,1.293329687
111,5614,Beograd,Novi Beograd,Hotel Jugoslavija,aleksinackih rudara,Stan,62,2,CG,VPR,5,74900,3.809126447
112,4336,Beograd,Novi Beograd,Hotel Jugoslavija,aleksinackih rudara,Stan,36,1,CG,1,4,75000,3.809126447
113,3592,Beograd,Novi Beograd,Stari Merkator,aleksinackih rudara,Stan,86,3.5,CG,4,8,109000,3.809126447
114,6097,Beograd,Novi Beograd,Stari Merkator,aleksinackih rudara,Stan,66,2,CG,4,4,95000,3.809126447
115,2839,Beograd,Novi Beograd,Hotel Jugoslavija,aleksinackih rudara,Stan,48,2,CG,4,4,72000,3.809126447
116,1602,Beograd,Novi Beograd,Hotel Jugoslavija,aleksinackih rudara,Stan,48,2,CG,4,4,72000,3.809126447
117,5563,Beograd,Čukarica,Filmski grad,aljehinova,Stan,78,3,CG,1,5,88000,5.319703206
118,3536,Beograd,Čukarica,Filmski grad,aljehinova,Stan,93,3.5,CG,VPR,4,98000,5.319703206
119,5332,Beograd,Savski venac,Senjak,andre nikolica,Stan,30,1,TA,1,1,40000,2.8605944
120,311,Beograd,Čukarica,Filmski grad,ane ahmetove,Stan,91,3.5,CG,VPR,4,98000,5.319703206
121,2072,Beograd,Čukarica,Filmski grad,ane ahmetove,Stan,91,3.5,CG,VPR,4,98000,5.319703206
122,5325,Beograd,Čukarica,Filmski grad,ane ahmetove,Stan,91,3.5,CG,VPR,4,105000,5.319703206
123,2528,Beograd,Palilula,Karaburma,ane frank,Stan,50,1.5,TA,PR,4,45000,5.319703206
124,536,Beograd,Palilula,Karaburma,ane frank,Stan,50,1.5,TA,PR,4,45000,5.319703206
125,5548,Beograd,Palilula,Kotež,anke matic,Stan,59,3.5,EG,1,2,61800,2.905705791
126,57,Beograd,Zvezdara,Gradska bolnica,ante bogicevica,Stan,60,3,CG,PR,6,82000,3.362990986
127,1895,Beograd,Zvezdara,Gradska bolnica,ante bogicevica,Stan,60,3,CG,PR,6,82000,3.362990986
128,366,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,76,2.5,CG,2,6,115900,2.841751393
129,4079,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,53,3.5,CG,1,7,83900,2.841751393
130,2212,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,76,2.5,CG,2,6,115900,2.841751393
131,6086,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,86,3,CG,1,6,145000,2.841751393
132,803,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,61,2,CG,5,7,129900,2.841751393
133,2376,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,58,2,CG,3,7,104000,2.841751393
134,1330,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,61,2,CG,5,7,129900,2.841751393
135,2320,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,77,2.5,CG,2,6,116000,2.841751393
136,470,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,96,3,CG,3,6,150000,2.841751393
137,3391,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,61,2,CG,5,7,129900,2.841751393
138,5232,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,85,3,CG,1,5,150000,2.841751393
139,5101,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,72,2.5,CG,4,6,120000,2.841751393
140,2457,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,107,4,CG,7,7,180000,2.841751393
141,744,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,58,2,CG,3,7,104000,2.841751393
142,3891,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,110,4,CG,7,7,180000,2.841751393
143,2558,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,61,2,CG,5,7,129900,2.841751393
144,2490,Beograd,Novi Beograd,Blok 22,antofasisticke borbe,Stan,117,4,CG,6,6,210000,2.841751393
145,2194,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,96,3,CG,3,6,150000,2.841751393
146,5489,Beograd,Novi Beograd,Blok 22,antofasisticke borbe,Stan,112,4,CG,3,8,160000,2.841751393
147,3758,Beograd,Novi Beograd,Blok 23,antofasisticke borbe,Stan,71,3,CG,4,5,92000,2.841751393
148,3049,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,64,2.5,CG,1,6,83900,2.841751393
149,1075,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,77,2.5,CG,2,6,116000,2.841751393
150,816,Beograd,Novi Beograd,Blok 22,antofasisticke borbe,Stan,117,4,CG,6,6,210000,2.841751393
151,979,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,107,4,CG,7,7,180000,2.841751393
152,5354,Beograd,Zemun,Zemun polje,antona klemencica,Stan,47,2,TA,VPR,2,35000,5.319703206
153,2507,Beograd,Čukarica,Filmski grad,arcibalda rajsa,Stan,90,3,CG,3,4,109000,5.60118814
154,448,Beograd,Čukarica,Filmski grad,arcibalda rajsa,Stan,90,3,CG,3,4,109000,5.60118814
155,118,Beograd,Čukarica,Filmski grad,arhimadrita zelica,Stan,86,3.5,CG,PR,3,105000,5.319703206
156,1861,Beograd,Čukarica,Filmski grad,arhimadrita zelica,Stan,86,3.5,CG,PR,3,105000,5.319703206
157,5513,Beograd,Čukarica,Filmski grad,arhimandrita gerasima zelica,Stan,110,3,CG,4,5,100000,5.623326718
158,5725,Beograd,Čukarica,Filmski grad,arhimandrita gerasima zelica,Stan,78,3.5,CG,PR,4,85000,5.623326718
159,5788,Beograd,Čukarica,Filmski grad,arcibalda rajsa,Stan,82,3,Gas,2,3,86000,5.60118814
160,3620,Beograd,Čukarica,Filmski grad,arcibalda rajsa,Stan,44,1.5,CG,PR,6,39000,5.60118814
161,5488,Beograd,Čukarica,Filmski grad,arcibalda rajsa,Stan,49,2,CG,1,4,55000,5.60118814
162,5123,Beograd,Čukarica,Filmski grad,arcibalda rajsa,Stan,34,1.5,TA,4,4,35000,5.60118814
163,1101,Beograd,Zemun,Novi grad,atanasija pulje,Stan,43,1.5,TA,VPR,2,36000,7.070273311
164,3435,Beograd,Zemun,Novi grad,atanasija pulje,Stan,48,2,TA,VPR,1,32000,7.070273311
165,3501,Beograd,Zemun,Novi grad,atanasija pulje,Stan,48,2,TA,VPR,1,32000,7.070273311
166,1463,Beograd,Zemun,Novi grad,atanasija pulje,Stan,48,2,TA,VPR,1,32000,7.070273311
167,5477,Beograd,Savski venac,Dedinje,augusta cesarca,Stan,41,1.5,Norveški radijatori,1,3,69900,2.866530854
168,5980,Beograd,Savski venac,Dedinje,augusta cesarca,Stan,200,4,Gas,2,2,360000,2.866530854
169,5201,Beograd,Savski venac,Topčider,augusta cesarca,Stan,165,4,EG,2,3,420000,2.866530854
170,2108,Beograd,Palilula,Kotež,augusta senoe,Stan,115,4,EG,2,2,55000,5.319703206
171,353,Beograd,Palilula,Kotež,augusta senoe,Stan,115,4,EG,2,2,55000,5.319703206
172,1229,Beograd,Čukarica,Železnik,avalska,Stan,68,3.5,EG,VPR,4,58000,9.32873592
173,3031,Beograd,Čukarica,Železnik,avalska,Stan,68,3.5,EG,VPR,4,58000,9.32873592
174,2803,Beograd,Čukarica,Novi Železnik,avalska 5,Stan,62,2,EG,VPR,5,47000,9.32873592
175,1119,Beograd,Čukarica,Novi Železnik,avalska 5,Stan,62,2,EG,VPR,5,47000,9.32873592
176,3749,Beograd,Zvezdara,Gradska bolnica,bana ivanisa,Stan,70,4,EG,1,4,93000,3.997051184
177,2260,Beograd,Zvezdara,Vukov Spomenik,banjska,Stan,65,3,TA,2,4,79000,2.297421965
178,462,Beograd,Zvezdara,Vukov Spomenik,banjska,Stan,65,3,TA,2,4,79000,2.297421965
179,1280,Beograd,Savski venac,Centar,bircaninova,Stan,35,0.5,TA,4,5,67000,1.044840306
180,2799,Beograd,Savski venac,Centar,bircaninova,Stan,35,0.5,TA,4,5,67000,1.044840306
181,4435,Beograd,Grocka,Kaluđerica,bore stankovica br. 2,Stan,39,2,Norveški radijatori,1,3,27300,16.63131297
182,5500,Beograd,Rakovica,Miljakovac,borska,Stan,49,1.5,CG,7,7,70000,5.323804126
183,1735,Beograd,Voždovac,Braće Jerković,brace jerkovic,Stan,62,2,CG,1,11,63000,4.28167233
184,5196,Beograd,Voždovac,Braće Jerković,brace jerkovic,Stan,62,2.5,CG,5,7,63000,4.28167233
185,95,Beograd,Voždovac,Braće Jerković,brace jerkovic,Stan,62,2,CG,1,11,63000,4.28167233
186,4422,Beograd,Voždovac,Braće Jerković,brace jerkovic,Stan,75,3,EG,VPR,5,67900,4.28167233
187,1036,Beograd,Zvezdara,Dimitrija Tucovića,brace ribnikar,Stan,47,2,TA,2,4,58500,2.111979629
188,2793,Beograd,Zvezdara,Dimitrija Tucovića,brace ribnikar,Stan,47,2,TA,2,4,58500,2.111979629
189,3867,Beograd,Voždovac,Medaković 3,brace srnic,Stan,92,2.5,CG,VPR,7,75000,5.0966098
190,4667,Beograd,Voždovac,Medaković 3,brace srnic,Stan,61,2.5,CG,6,8,67900,5.0966098
191,662,Beograd,Novi Beograd,Blok 21,Bulevarz djindjica,Stan,62,2.5,CG,4,5,76000,3.702397015
192,2055,Beograd,Novi Beograd,Blok 21,Bulevarz djindjica,Stan,62,2.5,CG,4,5,76000,3.702397015
193,4930,Beograd,Novi Beograd,Blok 33,Bulevar zorana djindjica,Stan,81,3,CG,1,8,105000,3.422785442
194,4746,Beograd,Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,92,3,CG,4,4,98000,1.424684257
195,3572,Beograd,Novi Beograd,Arena,bulevar dr. zorana djindjica,Stan,124,5,CG,3,5,204000,2.375794532
196,3938,Beograd,Novi Beograd,Arena,Bulevar zorana djindjica,Stan,122,5,CG,4,6,245000,3.422785442
197,1544,Beograd,Vračar,Kalenić pijaca,baba visnjina,Stan,92,3.5,EG,2,4,186000,1.591746874
198,3139,Beograd,Vračar,Kalenić pijaca,baba visnjina,Stan,92,3.5,EG,2,4,186000,1.591746874
199,4059,Beograd,Vračar,Kalenić pijaca,baba visnjina,Stan,92,3.5,EG,2,4,194000,1.591746874
200,5504,Beograd,Savski venac,Dedinje,baje pivljanina,Stan,167,4,EG,3,3,450000,3.778891908
201,6075,Beograd,Stari grad,Centar,balkanska,Stan,88,3,EG,6,6,117000,0.461156498
202,4832,Beograd,Savski venac,Balkanska,balkanska,Stan,88,3,CG,5,5,128000,0.461156498
203,4790,Beograd,Stari grad,Centar,balkanska,Stan,44,2,TA,PR,3,102000,0.461156498
204,3610,Beograd,Savski venac,Balkanska,balkanska,Stan,57,2,CG,1,4,87000,0.461156498
205,5668,Beograd,Savski venac,Balkanska,balkanska,Stan,38,1.5,CG,9,10,76000,0.461156498
206,5167,Beograd,Zvezdara,Gradska bolnica,bana ivanisa,Stan,52,2,EG,PR,1,61500,3.997051184
207,5823,Beograd,Zvezdara,Gradska bolnica,bana ivanisa,Stan,40,1.5,CG,PR,4,41000,3.997051184
208,2696,Beograd,Zvezdara,Gradska bolnica,bana ivanisa,Stan,52,2,EG,1,4,61500,3.997051184
209,1181,Beograd,Zvezdara,Gradska bolnica,bana ivanisa,Stan,52,2,EG,1,4,61500,3.997051184
210,2610,Beograd,Zemun,Gornji grad,banjska,Stan,40,1.5,CG,8,20,49500,2.297421965
211,2293,Beograd,Zemun,Gornji grad,banjska,Stan,71,2.5,CG,2,22,64000,2.297421965
212,3666,Beograd,Zemun,Save Kovačevića,banjska,Stan,72,3.5,CG,10,22,65000,2.297421965
213,383,Beograd,Zemun,Gornji grad,banjska,Stan,71,2.5,CG,2,22,64000,2.297421965
214,3960,Beograd,Zemun,Novi grad,banjska,Stan,73,2,CG,17,22,68000,2.297421965
215,3690,Beograd,Zemun,Meandri,banjska,Stan,73,2.5,CG,17,22,70000,2.297421965
216,4101,Beograd,Zemun,Novi grad,banjska,Stan,72,2,CG,7,22,75000,2.297421965
217,843,Beograd,Zemun,Gornji grad,banjska,Stan,40,1.5,CG,8,20,49500,2.297421965
218,2733,Beograd,Savski venac,Dedinje,banjicki venac,Stan,62,2,TA,1,2,87000,2.851445834
219,1201,Beograd,Savski venac,Dedinje,banjicki venac,Stan,62,2,TA,1,2,87000,2.851445834
220,5186,Beograd,Savski venac,Senjak,banjickih zrtava,Stan,112,4,CG,3,4,280000,3.123283261
221,377,Beograd,Zvezdara,Bulevar kralja Aleksandra,banjska,Stan,65,2.5,EG,1,4,78000,2.297421965
222,5527,Beograd,Zvezdara,Đeram pijaca,banjska,Stan,65,2.5,Norveški radijatori,1,3,77900,2.297421965
223,412,Beograd,Zvezdara,Vukov Spomenik,banjska,Stan,61,2.5,Norveški radijatori,1,4,84000,2.297421965
224,4791,Beograd,Zvezdara,Đeram pijaca,banjska,Stan,60,2.5,CG,1,5,81000,2.297421965
225,4813,Beograd,Zvezdara,Vukov Spomenik,banjska,Stan,65,2.5,Norveški radijatori,2,5,84500,2.297421965
226,2058,Beograd,Zvezdara,Vukov Spomenik,banjska,Stan,61,2.5,Norveški radijatori,1,4,84000,2.297421965
227,1445,Beograd,Zvezdara,Đeram pijaca,banjska,Stan,65,2.5,EG,1,4,87750,2.297421965
228,2953,Beograd,Zvezdara,Đeram pijaca,banjska,Stan,65,2.5,EG,1,4,87750,2.297421965
229,2331,Beograd,Zvezdara,Bulevar kralja Aleksandra,banjska,Stan,65,2.5,EG,1,4,78000,2.297421965
230,6016,Beograd,Palilula,Bogoslovija,bata lakina,Stan,78,4,EG,VPR,3,66000,3.01707148
231,4299,Beograd,Zemun,Sutjeska,backa,Stan,52,3,EG,1,3,62400,5.319703206
232,5038,Beograd,Zemun,Sutjeska,backa,Stan,51,3,EG,1,3,61200,5.319703206
233,328,Beograd,Zemun,Meandri,backa,Stan,76,3,CG,1,7,80000,5.319703206
234,5806,Beograd,Zemun,Novi grad,backa,Stan,63,3,EG,PR,3,48500,5.319703206
235,2547,Beograd,Zemun,Meandri,backa,Stan,64,2,CG,4,6,60900,5.319703206
236,597,Beograd,Zemun,Meandri,backa,Stan,64,2,CG,4,6,60900,5.319703206
237,5347,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,60,2.5,CG,4,11,75000,1.73626438
238,518,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,57,2.5,CG,10,16,60000,1.73626438
239,1487,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,53,2,CG,6,12,74000,1.73626438
240,4027,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,31,1,EG,1,2,41000,1.73626438
241,5674,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,64,2,EG,1,1,100000,1.73626438
242,3227,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,53,2,CG,6,12,74000,1.73626438
243,2434,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,57,2.5,CG,10,16,60000,1.73626438
244,5910,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,53,2,CG,13,15,68500,1.73626438
245,1784,Beograd,Voždovac,Konjarnik,begejska,Stan,49,1.5,CG,1,4,65000,5.319703206
246,239,Beograd,Voždovac,Konjarnik,begejska,Stan,49,1.5,CG,1,4,65000,5.319703206
247,978,Beograd,Zvezdara,Bulevar kralja Aleksandra,bekerelova,Stan,51,1.5,TA,VPR,2,46000,5.319703206
248,657,Beograd,Zvezdara,Bulevar kralja Aleksandra,bekerelova,Stan,70,2.5,EG,1,3,63000,5.319703206
249,2503,Beograd,Zvezdara,Bulevar kralja Aleksandra,bekerelova,Stan,70,2.5,EG,1,3,63000,5.319703206
250,2812,Beograd,Zvezdara,Bulevar kralja Aleksandra,bekerelova,Stan,51,1.5,TA,VPR,2,46000,5.319703206
251,1714,Beograd,Zvezdara,Mali Mokri Lug,bekerelova,Stan,51,1.5,EG,VPR,3,46000,5.319703206
252,3431,Beograd,Zvezdara,Mali Mokri Lug,bekerelova,Stan,51,1.5,EG,VPR,3,46000,5.319703206
253,940,Beograd,Palilula,Borča,bele bartok,Stan,57,2,CG,6,6,25000,5.003011499
254,2492,Beograd,Palilula,Borča,bele bartok,Stan,57,2,CG,6,6,25000,5.003011499
255,3084,Beograd,Palilula,Borča,bele bartok,Stan,75,3,CG,3,4,63000,5.003011499
256,3267,Beograd,Palilula,Borča,bele bartok,Stan,75,3,CG,1,3,68000,5.003011499
257,3510,Beograd,Palilula,Borča,bele bartok,Stan,57,2,CG,1,4,40500,5.003011499
258,1503,Beograd,Palilula,Borča,bele bartok,Stan,75,3,CG,1,3,68000,5.003011499
259,5237,Beograd,Palilula,Borča,bele bartok,Stan,58,2.5,CG,3,5,46000,5.003011499
260,1194,Beograd,Palilula,Borča,bele bartok,Stan,75,3,CG,4,6,50000,5.003011499
261,1519,Beograd,Palilula,Borča,bele bartok,Stan,75,3,CG,3,4,63000,5.003011499
262,3037,Beograd,Palilula,Borča,bele bartok,Stan,75,3,CG,4,6,50000,5.003011499
263,4139,Beograd,Čukarica,Bele vode,bele vode,Stan,50,2,EG,PR,3,42000,7.074705928
264,537,Beograd,Voždovac,Lekino brdo,belicka,Stan,45,2,EG,1,3,79200,5.319703206
265,1212,Beograd,Voždovac,Lekino brdo,belicka,Stan,74,3.5,EG,VPR,3,128500,5.319703206
266,48,Beograd,Voždovac,Lekino brdo,belicka,Stan,72,3,EG,3,3,115200,5.319703206
267,950,Beograd,Voždovac,Lekino brdo,belicka,Stan,73,3,EG,2,3,108000,5.319703206
268,3343,Beograd,Voždovac,Lekino brdo,belicka,Stan,46,1.5,EG,1,3,80300,5.319703206
269,3341,Beograd,Voždovac,Lekino brdo,belicka,Stan,74,3.5,EG,VPR,3,128500,5.319703206
270,1803,Beograd,Voždovac,Lekino brdo,belicka,Stan,72,3,EG,3,3,115200,5.319703206
271,1615,Beograd,Voždovac,Lekino brdo,belicka,Stan,46,1.5,EG,1,3,80300,5.319703206
272,2421,Beograd,Voždovac,Lekino brdo,belicka,Stan,73,3,EG,2,3,108000,5.319703206
273,2361,Beograd,Voždovac,Lekino brdo,belicka,Stan,45,2,EG,1,3,79200,5.319703206
274,5561,Beograd,Čukarica,Bele vode,belo vrelo,Stan,106,3,TA,1,2,126900,6.746390266
275,6040,Beograd,Čukarica,Žarkovo,belog bagrema,Stan,78,3,EG,PR,3,55000,5.319703206
276,2550,Beograd,Vračar,Slavija,beogradska,Stan,60,2,TA,VPR,4,99000,1.143065346
277,5539,Beograd,Vračar,SC Vračar,beogradska,Stan,32,1,TA,4,6,65000,1.143065346
278,4192,Beograd,Vračar,Beogradska,beogradska,Stan,60,2.5,EG,VPR,4,99000,1.143065346
279,5757,Beograd,Vračar,Beogradska,beogradska,Stan,23,0.5,TA,6,6,51500,1.143065346
280,5908,Beograd,Vračar,Slavija,beogradska,Stan,32,1,TA,4,6,64000,1.143065346
281,3322,Beograd,Vračar,Slavija,beogradska,Stan,35,1.5,TA,4,6,70000,1.143065346
282,4351,Beograd,Vračar,Slavija,beogradska,Stan,32,1,CG,4,6,70000,1.143065346
283,5204,Beograd,Voždovac,Ripanj,beogradska,Stan,140,3,EG,PR,1,110000,1.143065346
284,3803,Beograd,Vračar,Beogradska,beogradska,Stan,68,2.5,CG,1,6,136000,1.143065346
