,Unnamed: 0,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena,Od centra
2359,3379,Beograd,Vračar,Hram svetog Save,kataniceva,Stan,85,3,CG,5,7,155000,1.557624557
2360,1717,Beograd,Vračar,Hram svetog Save,kataniceva,Stan,85,3,CG,5,7,155000,1.557624557
2361,2752,Beograd,Savski venac,Centar,katiceva,Stan,50,1.5,CG,6,6,100000,1.332998243
2362,1261,Beograd,Savski venac,Centar,katiceva,Stan,50,1.5,CG,6,6,100000,1.332998243
2363,5586,Beograd,Savski venac,Senjak,kacanskog,Stan,168,5,EG,2,2,220000,2.963088354
2364,1920,Beograd,Voždovac,Vojvode Stepe,kacerska,Stan,42,2,TA,PR,1,43900,2.498557412
2365,451,Beograd,Voždovac,Vojvode Stepe,kacerska,Stan,42,2,TA,PR,1,43900,2.498557412
2366,4498,Beograd,Čukarica,Cerak vinogradi,kedrova,Stan,110,4.5,CG,3,3,99000,12.34324322
2367,5868,Beograd,Zemun,Karađorđev trg,kej oslobodjenja,Stan,71,2.5,CG,3,5,102000,4.745575039
2368,478,Beograd,Čukarica,Cerak vinogradi,kestenova,Stan,58,2,CG,3,3,58000,6.262683286
2369,265,Beograd,Čukarica,Cerak vinogradi,kestenova,Stan,58,2,CG,3,3,58000,6.262683286
2370,2229,Beograd,Čukarica,Cerak vinogradi,kestenova,Stan,58,2,CG,3,3,58000,6.262683286
2371,3825,Beograd,Čukarica,Cerak vinogradi,kestenova,Stan,95,3,CG,2,3,105000,6.262683286
2372,1954,Beograd,Čukarica,Cerak vinogradi,kestenova,Stan,58,2,CG,3,3,58000,6.262683286
2373,3121,Beograd,Čukarica,Banovo brdo,kijevska,Stan,42,1,CG,2,7,49900,5.216332416
2374,964,Beograd,Čukarica,Banovo brdo,kijevska,Stan,42,1,CG,2,7,49900,5.216332416
2375,507,Beograd,Čukarica,Banovo brdo,kijevska,Stan,41,1.5,CG,4,7,55000,5.216332416
2376,1878,Beograd,Čukarica,Banovo brdo,kijevska,Stan,41,1.5,CG,4,7,55000,5.216332416
2377,1071,Beograd,Čukarica,Banovo brdo,kirovljeva,Stan,55,2.5,CG,6,12,76000,4.278569753
2378,694,Beograd,Čukarica,Banovo brdo,kirovljeva,Stan,55,2.5,CG,6,12,76000,4.278569753
2379,2658,Beograd,Čukarica,Banovo brdo,kirovljeva,Stan,55,2.5,CG,6,12,76000,4.278569753
2380,2668,Beograd,Čukarica,Banovo brdo,kirovljeva,Stan,55,2.5,CG,6,12,76000,4.278569753
2381,4570,Beograd,Zvezdara,Kluz,kisela voda,Stan,56,2,CG,VPR,4,48500,5.173374393
2382,1286,Beograd,Zvezdara,Kluz,kisela voda,Stan,54,1.5,CG,2,3,47000,5.173374393
2383,4506,Beograd,Zvezdara,Olimp,kisela voda,Stan,54,2,CG,2,4,51000,5.173374393
2384,3059,Beograd,Zvezdara,Olimp,kisela voda,Stan,34,1.5,CG,3,4,44500,5.173374393
2385,1669,Beograd,Zvezdara,Olimp,kisela voda,Stan,34,1.5,CG,3,4,44500,5.173374393
2386,3116,Beograd,Zvezdara,Kluz,kisela voda,Stan,54,1.5,CG,2,3,47000,5.173374393
2387,4704,Beograd,Novi Beograd,Hotel Jugoslavija,klare cetkin,Stan,66,2,CG,4,4,85000,3.804953608
2388,6005,Beograd,Novi Beograd,Hotel Jugoslavija,klare cetkin,Stan,114,5,CG,1,4,216000,3.804953608
2389,5460,Beograd,Voždovac,Braće Jerković,klinska,Stan,91,3,CG,PR,1,99000,3.928239628
2390,2622,Beograd,Stari grad,Dorćol,kneginje ljubice,Stan,40,2.5,CG,PR,5,68000,0.522762685
2391,3301,Beograd,Stari grad,Dorćol,kneginje ljubice,Stan,102,4,CG,5,5,170000,0.522762685
2392,908,Beograd,Stari grad,Dorćol,kneginje ljubice,Stan,40,2.5,CG,PR,5,68000,0.522762685
2393,4973,Beograd,Stari grad,Francuska,kneginje ljubice,Stan,45,2,CG,PR,1,67500,0.522762685
2394,5357,Beograd,Stari grad,Dorćol,kneginje ljubice,Stan,45,2,TA,PR,1,70000,0.522762685
2395,1607,Beograd,Stari grad,Dorćol,kneginje ljubice,Stan,102,4,CG,5,5,170000,0.522762685
2396,4768,Beograd,Stari grad,Kalemegdan,kneginje ljubice,Stan,88,3,CG,5,5,169000,0.522762685
2397,4125,Beograd,Stari grad,Knez Mihailova,kneginje ljubice,Stan,90,3,CG,2,4,202000,0.522762685
2398,4643,Beograd,Stari grad,Dorćol,kneginje ljubice,Stan,125,4,TA,1,1,250000,0.522762685
2399,2154,Beograd,Stari grad,Dorćol,kneginje ljubice/cara dusana,Stan,74,3,CG,5,6,139000,0.536366783
2400,330,Beograd,Stari grad,Dorćol,kneginje ljubice/cara dusana,Stan,74,3,CG,5,6,139000,0.536366783
2401,6042,Beograd,Vračar,Kalenić pijaca,kneginje zorke,Stan,65,2,CG,3,4,129900,1.422244169
2402,3318,Beograd,Vračar,Krunska,kneginje zorke,Stan,94,3.5,CG,PR,5,168000,1.422244169
2403,3171,Beograd,Vračar,Krunska,kneginje zorke,Stan,62,2,CG,6,6,110000,1.422244169
2404,1722,Beograd,Vračar,Krunska,kneginje zorke,Stan,62,2,CG,6,6,110000,1.422244169
2405,1362,Beograd,Vračar,Krunska,kneginje zorke,Stan,94,3.5,CG,PR,5,168000,1.422244169
2406,4305,Beograd,Vračar,Slavija,kneginje zorke,Stan,60,2,CG,6,7,129000,1.422244169
2407,4376,Beograd,Vračar,Kalenić pijaca,kneginje zorke,Stan,96,4,CG,PR,6,175000,1.422244169
2408,4449,Beograd,Vračar,Hram svetog Save,kneginje zorke,Stan,120,3.5,CG,3,4,180000,1.422244169
2409,3677,Beograd,Vračar,Krunska,kneginje zorke,Stan,113,3,CG,1,6,215000,1.422244169
2410,5062,Beograd,Vračar,Krunska,kneginje zorke,Stan,61,2,CG,3,5,140000,1.422244169
2411,4537,Beograd,Vračar,Slavija,kneginje zorke,Stan,110,3,CG,6,7,275000,1.422244169
2412,4518,Beograd,Vračar,Krunska,kneginje zorke,Stan,105,4,CG,1,4,260000,1.422244169
2413,4428,Beograd,Palilula,Profesorska kolonija,knez danilova,Stan,59,2.5,CG,1,15,89900,0.512485147
2414,2386,Beograd,Stari grad,Knez Mihailova,knez mihailova,Stan,48,1.5,TA,3,4,150000,0.297913843
2415,4275,Beograd,Stari grad,Knez Mihailova,knez mihailova,Stan,120,5,CG,2,3,455000,0.297913843
2416,3954,Beograd,Stari grad,Centar,knez mihailova,Stan,48,1.5,TA,3,4,157000,0.297913843
2417,3985,Beograd,Stari grad,Knez Mihailova,knez mihailova,Stan,140,3,CG,3,5,470000,0.297913843
2418,731,Beograd,Stari grad,Knez Mihailova,knez mihailova,Stan,48,1.5,TA,3,4,150000,0.297913843
2419,2568,Beograd,Stari grad,Bajlonijeva pijaca,knez miletina,Stan,49,2,CG,5,6,89000,0.866604305
2420,949,Beograd,Stari grad,Bajlonijeva pijaca,knez miletina,Stan,49,2,CG,5,6,89000,0.866604305
2421,2148,Beograd,Stari grad,Dorćol,knez miletina,Stan,86,3,CG,2,5,149900,0.866604305
2422,527,Beograd,Stari grad,Dorćol,knez miletina,Stan,86,3,CG,2,5,149900,0.866604305
2423,4984,Beograd,Stari grad,Andrićev venac,kneza milosa,Stan,115,4,CG,3,5,230000,0.724764581
2424,4767,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,38,1.5,TA,PR,6,60000,0.724764581
2425,654,Beograd,Savski venac,Beograđanka,kneza milosa,Stan,38,1.5,TA,VPR,4,59000,0.724764581
2426,1472,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,97,4,CG,3,5,160000,0.724764581
2427,4802,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,64,2,CG,2,5,96000,0.724764581
2428,2351,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,40,2,EG,PR,6,59900,0.724764581
2429,3096,Beograd,Savski venac,Centar,kneza milosa,Stan,111,3,CG,3,4,175000,0.724764581
2430,4612,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,116,3.5,CG,3,4,158000,0.724764581
2431,4072,Beograd,Savski venac,Centar,kneza milosa,Stan,107,3,EG,3,5,285000,0.724764581
2432,4158,Beograd,Savski venac,Klinički centar,kneza milosa,Stan,90,3.5,CG,5,6,168000,0.724764581
2433,4925,Beograd,Savski venac,Centar,kneza milosa,Stan,38,1.5,TA,PR,7,59900,0.724764581
2434,4489,Beograd,Stari grad,London,kneza milosa,Stan,125,4,CG,5,7,250000,0.724764581
2435,3029,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,97,4,CG,3,5,160000,0.724764581
2436,3007,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,38,1.5,TA,VPR,8,61900,0.724764581
2437,877,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,38,1.5,TA,VPR,8,61900,0.724764581
2438,2176,Beograd,Savski venac,Beograđanka,kneza milosa,Stan,38,1.5,TA,VPR,4,59000,0.724764581
2439,909,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,40,2,EG,PR,6,59900,0.724764581
2440,1611,Beograd,Savski venac,Centar,kneza milosa,Stan,111,3,CG,3,4,175000,0.724764581
2441,3054,Beograd,Zvezdara,Učiteljsko naselje,kneza mutimira,Stan,26,0.5,EG,2,4,33000,5.337104324
2442,2524,Beograd,Čukarica,Golf,kneza viseslava,Stan,54,2,CG,PR,3,75000,5.046787307
2443,692,Beograd,Čukarica,Golf,kneza viseslava,Stan,54,2,CG,PR,3,75000,5.046787307
2444,5901,Beograd,Čukarica,Košutnjak,kneza viseslava,Stan,63,2,CG,3,8,125000,5.046787307
2445,5516,Beograd,Čukarica,Filmski grad,kneza viseslava,Stan,59,2,CG,1,5,73500,5.046787307
2446,2365,Beograd,Vračar,Bulevar kralja Aleksandra,kneza od semberije,Stan,75,2.5,CG,5,5,79900,2.248312524
2447,1804,Beograd,Vračar,SC Vračar,kneza od semberije,Stan,32,1,TA,6,6,59000,2.248312524
2448,482,Beograd,Vračar,Bulevar kralja Aleksandra,kneza od semberije,Stan,75,2.5,CG,5,5,79900,2.248312524
2449,263,Beograd,Vračar,SC Vračar,kneza od semberije,Stan,32,1,TA,6,6,59000,2.248312524
2450,1035,Beograd,Rakovica,Vidikovačka padina,knezevacka,Stan,35,1.5,TA,3,3,25900,7.246137946
2451,4565,Beograd,Rakovica,Vidikovačka padina,knezevacka,Stan,106,3.5,EG,4,4,85000,7.246137946
2452,2676,Beograd,Rakovica,Vidikovačka padina,knezevacka,Stan,35,1.5,TA,3,3,25900,7.246137946
2453,5839,Beograd,Rakovica,Vidikovačka padina,knezevacka,Stan,37,1.5,EG,VPR,5,36000,7.246137946
2454,1852,Beograd,Rakovica,Kneževac,knezevacka,Stan,51,1.5,EG,PR,6,36000,7.246137946
2455,92,Beograd,Rakovica,Kneževac,knezevacka,Stan,51,1.5,EG,PR,6,36000,7.246137946
2456,1023,Beograd,Vračar,Hram svetog Save,kneginje zorke,Stan,106,3,CG,6,7,275000,1.422244169
2457,2475,Beograd,Vračar,Hram svetog Save,kneginje zorke,Stan,106,3,CG,6,7,275000,1.422244169
2458,3314,Beograd,Vračar,Slavija,koce kapetana,Stan,72,3,EG,1,3,164900,1.549081574
2459,1244,Beograd,Vračar,Slavija,koce kapetana,Stan,72,3,EG,1,3,164900,1.549081574
2460,929,Beograd,Vračar,Slavija,koce kapetana,Stan,190,5+,EG,1,3,495000,1.549081574
2461,2606,Beograd,Vračar,Krunska,koce kapetana,Stan,51,2,Kaljeva peć,1,3,95000,1.549081574
2462,1190,Beograd,Vračar,Krunska,koce kapetana,Stan,51,2,Kaljeva peć,1,3,95000,1.549081574
2463,2354,Beograd,Vračar,Slavija,koce kapetana,Stan,190,5+,EG,1,3,495000,1.549081574
2464,456,Beograd,Savski venac,Dedinje,kod pinka,Stan,103,3,CG,PR,4,144000,0.301677246
2465,2328,Beograd,Savski venac,Dedinje,kod pinka,Stan,103,3,CG,PR,4,144000,0.301677246
2466,4434,Beograd,Stari grad,Centar,kolarceva,Stan,101,3,CG,3,4,229000,0.060896075
2467,4338,Beograd,Voždovac,Lekino brdo,kolasinska,Stan,27,0.5,CG,PSUT,5,32000,3.050259919
2468,2753,Beograd,Voždovac,Dušanovac,kolasinska,Stan,96,5+,EG,1,2,110000,3.050259919
2469,5459,Beograd,Stari grad,Gundulićev venac,komnena barjaktara,Stan,38,2,EG,PR,4,60000,5.319703206
2470,5125,Beograd,Čukarica,Žarkovo,komovska,Stan,60,2,CG,5,6,61500,0.505892502
2471,4421,Beograd,Čukarica,Bele vode,komovska,Stan,37,2,TA,VPR,4,37000,0.505892502
2472,3376,Beograd,Voždovac,FON - Bilećka,konstantina filozofa,Stan,44,2,CG,1,5,59000,4.420270486
2473,5939,Beograd,Voždovac,FON - Bilećka,konstantina filozofa,Stan,110,3.5,CG,2,2,195000,4.420270486
2474,1439,Beograd,Voždovac,FON - Bilećka,konstantina filozofa,Stan,44,2,CG,1,5,59000,4.420270486
2475,5498,Beograd,Vračar,Hram svetog Save,kornelija stankovica,Stan,60,3,TA,1,2,69000,1.97628713
2476,5308,Beograd,Vračar,Hram svetog Save,kornelija stankovica,Stan,72,3,TA,4,4,80000,1.97628713
2477,4417,Beograd,Stari grad,Kosančićev venac,kosancicev venac,Stan,105,3.5,CG,1,6,220000,0.583386329
2478,5635,Beograd,Stari grad,Kosančićev venac,kosancicev venac,Stan,104,4,CG,1,6,220000,0.583386329
2479,495,Beograd,Stari grad,Kosančićev venac,kosancicev venac,Stan,103,4,CG,1,6,220000,0.583386329
2480,2124,Beograd,Stari grad,Kosančićev venac,kosancicev venac,Stan,103,4,CG,1,6,220000,0.583386329
2481,3874,Beograd,Stari grad,Kosančićev venac,kosancicev venac,Stan,104,4,CG,1,6,220000,0.583386329
2482,5726,Beograd,Stari grad,Skupština,kosovska,Stan,45,2,CG,PR,4,66000,0.505892502
2483,4837,Beograd,Stari grad,Skupština,kosovska,Stan,49,2,TA,1,4,84000,0.505892502
2484,1109,Beograd,Stari grad,Skupština,kosovska,Stan,45,2,CG,PSUT,4,66000,0.505892502
2485,3048,Beograd,Stari grad,Skupština,kosovska,Stan,45,2,CG,PSUT,4,66000,0.505892502
2486,5968,Beograd,Zvezdara,Cvetkova pijaca,koste abrasevica,Stan,49,1.5,EG,PR,4,64000,3.698652674
2487,1216,Beograd,Savski venac,Senjak,koste glavinica,Stan,65,3,TA,VPR,4,89000,2.291572401
2488,3311,Beograd,Savski venac,Senjak,koste glavinica,Stan,65,3,TA,VPR,4,89000,2.291572401
2489,2082,Beograd,Palilula,Krnjača,koste josipovica,Stan,64,2,CG,3,4,36000,0.408147727
2490,464,Beograd,Palilula,Krnjača,koste josipovica,Stan,64,2,CG,3,4,36000,0.408147727
2491,3685,Beograd,Voždovac,Centar,koste jovanovica,Stan,143,5+,CG,2,3,433000,3.016138011
2492,575,Beograd,Zvezdara,Mirijevo,koste nadja,Stan,51,1.5,CG,3,3,54000,6.578489151
2493,6038,Beograd,Zvezdara,Mirijevo,koste nadja,Stan,31,1.5,CG,2,2,33500,6.578489151
2494,2233,Beograd,Zvezdara,Mirijevo,koste nadja,Stan,51,1.5,CG,3,3,54000,6.578489151
2495,138,Beograd,Zvezdara,Mirijevo,koste nadja,Stan,32,1.5,CG,PR,4,25500,6.578489151
2496,1918,Beograd,Zvezdara,Mirijevo,koste nadja,Stan,32,1.5,CG,PR,4,25500,6.578489151
2497,3814,Beograd,Zvezdara,Kluz,koste trifkovica,Stan,54,2.5,EG,2,3,56500,5.217696756
2498,3566,Beograd,Zvezdara,Kluz,koste trifkovica,Stan,38,2,EG,VPR,4,46000,5.217696756
2499,3321,Beograd,Voždovac,Vojvode Stepe,kostolacka,Stan,130,5+,EG,VPR,4,190000,3.725890083
2500,1297,Beograd,Voždovac,Vojvode Stepe,kostolacka,Stan,130,5+,EG,VPR,4,190000,3.725890083
2501,3667,Beograd,Zvezdara,Denkova bašta,kovaceva,Stan,38,1.5,EG,1,5,51300,2.333215848
2502,4474,Beograd,Zvezdara,Učiteljsko naselje,kozarceva,Stan,47,3,EG,VPR,3,58000,4.630904247
2503,4172,Beograd,Čukarica,Banovo brdo,kozacinskog,Stan,76,3.5,CG,VPR,5,97000,4.462325291
2504,4049,Beograd,Čukarica,Banovo brdo,kozacinskog,Stan,76,3,CG,1,2,95000,4.462325291
2505,2511,Beograd,Vračar,Kalenić pijaca,koce kapetana,Stan,120,4,EG,1,3,330000,1.549081574
2506,5122,Beograd,Vračar,Kalenić pijaca,koce kapetana,Stan,51,1.5,TA,1,3,95000,1.549081574
2507,632,Beograd,Vračar,Kalenić pijaca,koce kapetana,Stan,120,4,EG,1,3,330000,1.549081574
2508,2975,Beograd,Vračar,Slavija,koce kapetana,Stan,101,3,CG,VPR,5,260000,1.549081574
2509,3187,Beograd,Vračar,SC Vračar,koce kapetana,Stan,101,3.5,CG,VPR,3,260000,1.549081574
2510,936,Beograd,Vračar,Slavija,koce kapetana,Stan,101,3,CG,VPR,5,260000,1.549081574
2511,1406,Beograd,Vračar,SC Vračar,koce kapetana,Stan,101,3.5,CG,VPR,3,260000,1.549081574
2512,1827,Beograd,Vračar,Kalenić pijaca,koce kapetana,Stan,73,2,EG,1,3,165000,1.549081574
2513,75,Beograd,Vračar,Kalenić pijaca,koce kapetana,Stan,73,2,EG,1,3,165000,1.549081574
2514,3375,Beograd,Zemun,Novi grad,krajiska,Stan,78,3,EG,1,2,80000,7.039727744
2515,1559,Beograd,Zemun,Novi grad,krajiska,Stan,78,3,EG,1,2,80000,7.039727744
2516,5303,Beograd,Voždovac,Lekino brdo,kralja bodina,Stan,108,4,CG,1,4,160000,3.06082205
2517,1277,Beograd,Voždovac,Lekino brdo,kralja bodina,Stan,143,5,CG,1,3,203000,3.06082205
2518,3272,Beograd,Voždovac,Lekino brdo,kralja bodina,Stan,143,5,CG,1,3,203000,3.06082205
2519,2661,Beograd,Stari grad,Skupština,kralja milana,Stan,110,3,CG,5,5,155000,0.730553834
2520,5462,Beograd,Stari grad,Centar,kralja milana,Stan,86,3,CG,2,3,140000,0.730553834
2521,2250,Beograd,Stari grad,Centar,kralja milana,Stan,47,2,CG,3,4,95000,0.730553834
2522,1568,Beograd,Stari grad,Centar,kralja milana,Stan,118,3.5,CG,2,5,530000,0.730553834
2523,922,Beograd,Stari grad,Skupština,kralja milana,Stan,110,3,CG,5,5,155000,0.730553834
2524,5387,Beograd,Stari grad,Terazije,kralja milana,Stan,100,3.5,CG,1,4,181000,0.730553834
2525,3309,Beograd,Stari grad,Centar,kralja milana,Stan,118,3.5,CG,2,5,530000,0.730553834
2526,974,Beograd,Stari grad,Kralja Milana,kralja milana,Stan,274,5+,CG,2,5,1180000,0.730553834
2527,3568,Beograd,Vračar,Slavija,kralja milana,Stan,120,3.5,CG,4,4,100000,0.730553834
2528,2432,Beograd,Stari grad,Kralja Milana,kralja milana,Stan,274,5+,CG,2,5,1180000,0.730553834
2529,94,Beograd,Stari grad,Terazije,kralja milana,Stan,61,2,CG,6,8,119900,0.730553834
2530,1766,Beograd,Stari grad,Terazije,kralja milana,Stan,61,2,CG,6,8,119900,0.730553834
2531,343,Beograd,Stari grad,Centar,kralja milana,Stan,47,2,CG,3,4,95000,0.730553834
2532,1787,Beograd,Stari grad,Kralja Milana,kralja milana,Stan,156,4,CG,2,5,650000,0.730553834
2533,50,Beograd,Stari grad,Kralja Milana,kralja milana,Stan,156,4,CG,2,5,650000,0.730553834
2534,3864,Beograd,Stari grad,Andrićev venac,kralja milana,Stan,54,2,CG,1,8,97000,0.730553834
2535,4159,Beograd,Vračar,Cvetni trg,kralja milana,Stan,32,1,EG,PR,1,54000,0.730553834
2536,2255,Beograd,Vračar,Slavija,kralja milutina,Stan,64,2,CG,8,9,145000,1.124693354
2537,502,Beograd,Vračar,Slavija,kralja milutina,Stan,64,2,CG,8,9,145000,1.124693354
2538,4957,Beograd,Savski venac,Centar,kralja milutina,Stan,76,3.5,Kaljeva peć,VPR,5,112500,1.124693354
2539,4838,Beograd,Savski venac,Svetozara Markovića,kralja milutina,Stan,47,1,CG,1,5,92000,1.124693354
2540,5228,Beograd,Stari grad,Dorćol,kralja petra,Stan,97,3,CG,2,4,220000,0.513085353
2541,5260,Beograd,Stari grad,Dorćol,kralja petra,Stan,52,2,TA,5,5,93500,0.513085353
2542,2237,Beograd,Stari grad,Centar,kralja petra,Stan,100,3.5,CG,4,5,220000,0.513085353
2543,1111,Beograd,Stari grad,Centar,kralja petra,Stan,97,3,CG,2,6,220000,0.513085353
2544,2685,Beograd,Stari grad,Centar,kralja petra,Stan,97,3,CG,2,6,220000,0.513085353
2545,3911,Beograd,Stari grad,Kalemegdan,kralja petra,Stan,87,3,CG,1,4,220000,0.513085353
2546,1080,Beograd,Stari grad,Centar,kralja petra,Stan,100,3,CG,4,4,220000,0.513085353
2547,2904,Beograd,Stari grad,Centar,kralja petra,Stan,100,3,CG,4,4,220000,0.513085353
2548,468,Beograd,Stari grad,Centar,kralja petra,Stan,100,3.5,CG,4,5,220000,0.513085353
2549,668,Beograd,Zemun,Batajnica,kralja radoslava,Stan,62,3,EG,1,2,50000,15.84687881
2550,508,Beograd,Zemun,Batajnica,kralja radoslava,Stan,56,3,EG,1,2,45000,15.84687881
2551,2008,Beograd,Zemun,Batajnica,kralja radoslava,Stan,43,2.5,EG,PR,2,34000,15.84687881
2552,2242,Beograd,Zemun,Batajnica,kralja radoslava,Stan,56,3,EG,1,2,45000,15.84687881
2553,397,Beograd,Zemun,Batajnica,kralja radoslava,Stan,48,3,EG,PR,2,37000,15.84687881
2554,5704,Beograd,Zemun,Batajnica,kralja radoslava,Stan,33,1,EG,VPR,2,29000,15.84687881
2555,2299,Beograd,Zemun,Batajnica,kralja radoslava,Stan,62,3,EG,1,2,50000,15.84687881
2556,307,Beograd,Zemun,Batajnica,kralja radoslava,Stan,43,2.5,EG,PR,2,34000,15.84687881
2557,2162,Beograd,Zemun,Batajnica,kralja radoslava,Stan,48,3,EG,PR,2,37000,15.84687881
2558,252,Beograd,Voždovac,Bioskop Voždovac,kralja vladimira,Stan,66,2,EG,1,2,108000,2.886240556
2559,1839,Beograd,Voždovac,Bioskop Voždovac,kralja vladimira,Stan,66,2,EG,1,2,108000,2.886240556
2560,5234,Beograd,Voždovac,Kumodraška,kraljevacka,Stan,64,2.5,CG,VPR,5,67000,3.321403451
2561,2868,Beograd,Voždovac,Voždovačka crkva,kraljevacka,Stan,72,3,CG,5,8,76000,3.321403451
2562,1067,Beograd,Voždovac,Voždovačka crkva,kraljevacka,Stan,72,3,CG,5,8,76000,3.321403451
2563,3743,Beograd,Čukarica,Bele vode,kraljevackih zrtava,Stan,65,3,TA,2,3,59500,12.34324322
2564,3663,Beograd,Savski venac,Karađorđeva,kraljevica marka,Stan,72,3,CG,6,11,115000,0.524279591
2565,2841,Beograd,Stari grad,Zeleni venac,kraljevica marka,Stan,56,2.5,EG,4,5,81200,0.524279591
2566,4588,Beograd,Savski venac,Savski trg - Pristanište,kraljevica marka,Stan,75,3,CG,6,10,115000,0.524279591
2567,800,Beograd,Stari grad,Zeleni venac,kraljevica marka,Stan,56,2.5,EG,4,5,81200,0.524279591
2568,4626,Beograd,Savski venac,Gavrila Principa,kraljevica marka,Stan,72,3,CG,6,11,115000,0.524279591
2569,3101,Beograd,Čukarica,Banovo brdo,kraljice katarine,Stan,94,3,CG,3,4,89000,4.929692659
2570,3145,Beograd,Čukarica,Golf,kraljice katarine,Stan,84,3.5,CG,VPR,3,114900,4.929692659
2571,932,Beograd,Čukarica,Golf,kraljice katarine,Stan,84,3.5,CG,VPR,3,114900,4.929692659
2572,1482,Beograd,Čukarica,Banovo brdo,kraljice katarine,Stan,92,4,CG,3,3,116000,4.929692659
2573,769,Beograd,Čukarica,Banovo brdo,kraljice katarine,Stan,80,2.5,CG,5,5,84000,4.929692659
2574,1664,Beograd,Čukarica,Banovo brdo,kraljice katarine,Stan,94,3,CG,3,4,89000,4.929692659
2575,5621,Beograd,Čukarica,Banovo brdo,kraljice katarine,Stan,25,0.5,CG,4,5,45000,4.929692659
2576,1205,Beograd,Čukarica,Banovo brdo,kraljice katarine,Stan,61,2,CG,1,5,83000,4.929692659
2577,3293,Beograd,Čukarica,Banovo brdo,kraljice katarine,Stan,92,4,CG,3,3,116000,4.929692659
2578,2802,Beograd,Čukarica,Banovo brdo,kraljice katarine,Stan,80,2.5,CG,5,5,84000,4.929692659
2579,2867,Beograd,Čukarica,Banovo brdo,kraljice katarine,Stan,61,2,CG,1,5,83000,4.929692659
2580,750,Beograd,Palilula,Centar,kraljice marije,Stan,74,2.5,CG,7,8,115000,1.608854668
2581,1371,Beograd,Palilula,Poštanska štedionica,kraljice marije,Stan,130,5+,CG,1,4,189000,1.608854668
2582,6068,Beograd,Palilula,Centar,kraljice marije,Stan,130,4,CG,1,4,194900,1.608854668
2583,2497,Beograd,Palilula,Centar,kraljice marije,Stan,74,2.5,CG,7,8,115000,1.608854668
2584,3598,Beograd,Palilula,Poštanska štedionica,kraljice marije,Stan,74,2.5,CG,7,8,115000,1.608854668
2585,3696,Beograd,Zvezdara,Vukov Spomenik,kraljice marije,Stan,54,2,TA,2,3,91000,1.608854668
2586,2847,Beograd,Palilula,Poštanska štedionica,kraljice marije,Stan,130,5+,CG,1,4,189000,1.608854668
2587,4076,Beograd,Savski venac,Kraljice Natalije,kraljice natalije,Stan,52,2.5,EG,PR,4,55000,0.434772206
2588,317,Beograd,Savski venac,Centar,kraljice natalije,Stan,78,3,CG,PR,6,105011,0.434772206
2589,1940,Beograd,Savski venac,Centar,kraljice natalije,Stan,78,3,CG,PR,6,105011,0.434772206
2590,5016,Beograd,Savski venac,Centar,kraljice natalije,Stan,54,2,CG,7,7,79000,0.434772206
2591,6085,Beograd,Stari grad,Terazije,kraljice natalije,Stan,110,4,TA,3,3,165000,0.434772206
2592,615,Beograd,Savski venac,Centar,kraljice natalije,Stan,87,3,EG,2,3,190000,0.434772206
2593,2680,Beograd,Savski venac,Centar,kraljice natalije,Stan,87,3,EG,2,3,190000,0.434772206
2594,2377,Beograd,Zvezdara,Mali Mokri Lug,kremanska,Stan,93,4,CG,1,2,102000,4.606573996
2595,876,Beograd,Zvezdara,Mali Mokri Lug,kremanska,Stan,93,4,CG,1,2,102000,4.606573996
2596,3955,Beograd,Zvezdara,Denkova bašta,krizaniceva,Stan,88,3.5,CG,1,6,104000,3.977534608
2597,5638,Beograd,Zvezdara,Denkova bašta,krizaniceva,Stan,100,4,CG,4,6,151000,3.977534608
2598,4493,Beograd,Zvezdara,Denkova bašta,krizaniceva,Stan,78,3,CG,1,6,104000,3.977534608
2599,1068,Beograd,Savski venac,Dedinje,kronstatska,Stan,54,2,CG,1,2,77000,5.319703206
2600,2509,Beograd,Savski venac,Dedinje,kronstatska,Stan,54,2,CG,1,2,77000,5.319703206
2601,1990,Beograd,Savski venac,Dedinje,kronstatska,Stan,225,3,EG,3,4,295000,5.319703206
2602,47,Beograd,Savski venac,Dedinje,kronstatska,Stan,225,3,EG,3,4,295000,5.319703206
2603,4466,Beograd,Čukarica,Bele vode,krste sretenovica,Stan,37,1,EG,PR,4,37000,6.641444456
2604,2949,Beograd,Vračar,Krunska,krunska,Stan,100,4,CG,4,5,199000,1.154650478
2605,4955,Beograd,Vračar,Krunska,krunska,Stan,195,4,CG,4,5,710000,1.154650478
2606,759,Beograd,Vračar,Krunska,krunska,Stan,100,4,CG,4,5,199000,1.154650478
2607,1252,Beograd,Vračar,Krunska,krunska,Stan,68,2,EG,5,5,130000,1.154650478
