,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Cena
17675,Beograd,Zvezdara,Mirijevo,Meše Selimovi?a,Stan,54.0,3.0,49500.0
17676,Beograd,Savski venac,Ekonomski fakultet,Gavrila Principa,Stan,23.0,1.0,29000.0
17677,Beograd,Stari grad,Centar,Majke Jevrosime,Stan,80.0,3.0,109800.0
17678,Beograd,Zvezdara,Mirijevo,Sejkina 52b,Stan,55.0,2.0,47000.0
17679,Beograd,?ukarica,?ukari?ka padina,Radni?ka,Stan,61.0,2.5,59500.0
17680,Beograd,Zvezdara,Vukov Spomenik,Kraljice Marije 59,Stan,65.0,3.0,92000.0
17681,Beograd,Zvezdara,Mirijevo,Koste Na?a,Stan,51.0,1.5,54000.0
17682,Beograd,Zemun,Batajnica,Ratarska,Stan,86.0,3.5,68000.0
17683,Beograd,Vra?ar,Slavija,Svetozara Markovi?a,Stan,39.0,2.0,59000.0
17684,Beograd,Zemun,Gornji grad,Ohridska,Stan,46.0,1.5,55200.0
17685,Beograd,Rakovica,Miljakovac,Nikole Marakovi?a,Stan,39.0,1.5,49900.0
17686,Beograd,Rakovica,Kanarevo brdo,Borska,Stan,55.0,1.5,52000.0
17687,Beograd,Zvezdara,Gradska bolnica,?ingrijina,Stan,28.0,1.0,32000.0
17688,Beograd,Stari grad,Bajlonijeva pijaca,Mi?e Popovi?a,Stan,39.0,1.5,52000.0
17689,Beograd,Palilula,Centar,Bulevar Despota Stefana,Stan,39.0,1.0,67000.0
17690,Beograd,Novi Beograd,Fontana,Omladinskih brigada,Stan,66.0,3.0,89000.0
17691,Beograd,Voždovac,Lekino brdo,Maksima Gorkog,Stan,75.0,3.0,120000.0
17692,Beograd,Zvezdara,Bulbulder,Ljubice Lukovi?,Stan,57.0,2.5,71900.0
17693,Beograd,Zvezdara,Bulbulder,Ljubice Lukovi?,Stan,51.0,2.5,65000.0
17694,Beograd,Voždovac,Centar,Milovana Marinkovi?a,Stan,100.0,3.0,150000.0
17695,Beograd,Zvezdara,Mirijevo,Rabelova,Stan,51.0,2.0,62000.0
17696,Beograd,Zvezdara,Lion,Vranjska,Stan,90.0,4.0,145000.0
17697,Beograd,Novi Beograd,Blok 61,Dr. Ivana Ribara,Stan,113.0,3.0,115000.0
17698,Beograd,Zemun,Gornji grad,Filipa Visnjica,Stan,44.0,2.0,48000.0
17699,Beograd,Savski venac,Senjak,Vojisalava Vu?kovi?a,Stan,78.0,3.5,115000.0
17700,Beograd,Zvezdara,Mirijevo,Ivana Sari?a,Stan,50.0,1.5,50000.0
17701,Beograd,Stari grad,Centar,Svetogorska,Stan,70.0,3.0,110000.0
17702,Beograd,Stari grad,Gunduli?ev venac,Carigradska 22,Stan,57.0,3.0,85000.0
17703,Beograd,Stari grad,Centar,Emilijana Josimovi?a,Stan,77.0,2.5,120000.0
17704,Beograd,Palilula,Bulevar despota Stefana,Bulevar despota Stefana,Stan,81.0,4.0,115000.0
17705,Beograd,Voždovac,Šumice,Ustani?ka,Stan,66.0,2.0,85000.0
17706,Beograd,Voždovac,Vojvode Stepe,Vojvode Stepe,Stan,93.0,4.0,93000.0
17707,Beograd,Voždovac,Jajinci,Atika,Stan,23.0,0.5,23000.0
17708,Beograd,Savski venac,Centar,Deligradska,Stan,78.0,3.5,133000.0
17709,Beograd,Rakovica,Petlovo brdo,Oplena?ka br.70,Stan,42.0,1.0,38000.0
17710,Beograd,Savski venac,Klini?ki centar,Vojvode Milenka,Stan,67.0,2.5,138000.0
17711,Beograd,Stari grad,Skupština,Kosovska,Stan,45.0,2.0,66000.0
17712,Beograd,Savski venac,Dedinje,LJUTICE BOGDANA,Stan,79.0,3.0,97000.0
17713,Beograd,Zemun,Centar,Glavna,Stan,74.0,3.0,96900.0
17714,Beograd,Voždovac,Zaplanjska,Zaplanjska,Stan,212.0,5.0,239999.0
17715,Beograd,Rakovica,Labudovo brdo,Serdar Janka Vukotica,Stan,40.0,1.5,29000.0
17716,Beograd,Voždovac,Lekino brdo,Kralja Bodina,Stan,143.0,5.0,203000.0
17717,Beograd,Rakovica,Labudovo brdo,Sretena Mladenovi?a Mike,Stan,55.0,2.0,62000.0
17718,Beograd,Voždovac,Konjarnik,Ljermontova,Stan,59.0,2.5,89000.0
17719,Beograd,Vra?ar,Gospodara Vu?i?a,Mažurani?eva,Stan,27.0,1.0,44000.0
17720,Beograd,Voždovac,Bra?e Jerkovi?,Bra?e Jerkovi?,Stan,40.0,2.0,47000.0
17721,Beograd,Rakovica,Stari Košutnjak,Pere Velimirovi?a,Stan,86.0,3.5,89900.0
17722,Beograd,Vra?ar,Hram svetog Save,Brani?evska,Stan,92.0,4.0,495000.0
17723,Beograd,Vra?ar,Južni bulevar,Maksima Gorkog,Stan,84.0,3.0,173500.0
17724,Beograd,Zemun,Save Kova?evi?a,DRAGANA RAKICA,Stan,89.0,3.5,93000.0
17725,Beograd,Zvezdara,Mirijevo,Dragoslava Srejovi?a,Stan,61.0,3.0,59100.0
17726,Beograd,Zvezdara,Mirijevo,Dragoslava Srejovi?a,Stan,53.0,3.0,51350.0
17727,Beograd,Voždovac,Bra?e Jerkovi?,Bra?e Jerkovi?,Stan,95.0,3.5,90000.0
17728,Beograd,Novi Beograd,Blok 45 (TC Enjub),Jurija Gagarina,Stan,88.0,3.0,91000.0
17729,Beograd,Savski venac,Sajam,Bulevar vojvode Miši?a,Stan,110.0,3.0,119000.0
17730,Beograd,Voždovac,Banjica,Bulevar Oslobo?enja,Stan,75.0,3.0,75000.0
17731,Beograd,Voždovac,Medakovi? 3,Bra?e Srni? ,Stan,57.0,2.0,57000.0
17732,Beograd,Zvezdara,Gradska bolnica,Dimitrija Tucovi?a,Stan,21.0,0.5,30450.0
17733,Beograd,Zvezdara,Gradska bolnica,Dimitrija Tucovi?a,Stan,59.0,2.5,82600.0
17734,Beograd,Vra?ar,Kaleni? pijaca,Krunska,Stan,69.0,2.5,133000.0
17735,Beograd,Zvezdara,Mirijevo,Nikole Doksata,Stan,45.0,2.5,45000.0
17736,Beograd,Rakovica,Centar,Ulica 21.,Stan,44.0,1.5,41000.0
17737,Beograd,Palilula,Krnja?a,Grge Andijanovica ,Stan,45.0,1.5,30000.0
17738,Beograd,Rakovica,Labudovo brdo,11.Krajiske divizije,Stan,86.0,3.5,79900.0
17739,Beograd,Novi Beograd,Blok 64,Gandijeva,Stan,32.0,1.0,54900.0
17740,Beograd,Palilula,Karaburma,Salvadora Aljendea,Stan,54.0,2.0,44000.0
17741,Beograd,?ukarica,Cerak,Ljubice Ivoševi?,Stan,36.0,1.5,35900.0
17742,Beograd,Rakovica,Vidikovac,Vidikova?ki venac,Stan,103.0,3.0,86000.0
17743,Beograd,Voždovac,Šumice,Strumi?ka,Stan,77.0,4.0,125000.0
17744,Beograd,Zvezdara,Mirijevo,Ljubiše Miodragovi?a,Stan,28.0,0.5,29900.0
17745,Beograd,Vra?ar,Kaleni? pijaca,Sredacka,Stan,120.0,3.0,255000.0
17746,Beograd,Zvezdara,Mali Mokri Lug,Kremanska,Stan,93.0,4.0,102000.0
17747,Beograd,Vra?ar,Kaleni? pijaca,Niška,Stan,91.0,3.0,145000.0
17748,Beograd,Savski venac,Dedinje,Kronštatska,Stan,54.0,2.0,77000.0
17749,Beograd,Zemun,Zemun polje,VLAJKA DJURANOVICA,Stan,47.0,2.5,37000.0
17750,Beograd,Stari grad,Kalemegdan,Cara Uroša,Stan,65.0,2.0,103000.0
17751,Beograd,Novi Beograd,Blok 44 (TC Piramida),Gandijeva,Stan,66.0,2.0,82000.0
17752,Beograd,Stari grad,Dor?ol,Strahinji?a Bana,Stan,158.0,5.0,320000.0
17753,Beograd,Stari grad,Topli?in venac,Toplicin venac,Stan,98.0,4.0,196000.0
17754,Beograd,Palilula,Hadžipopovac,Milana Tankosi?a,Stan,28.0,1.0,29500.0
17755,Beograd,Stari grad,Skupština,Majke Jevrosime,Stan,80.0,3.0,112000.0
17756,Beograd,Voždovac,Konjarnik,Danice Markovi?,Stan,48.0,1.0,55000.0
17757,Beograd,Stari grad,Centar,Maršala Birjuzova,Stan,39.0,1.5,75000.0
17758,Beograd,?ukarica,Cerak,Petefijeva,Stan,99.0,3.0,92000.0
17759,Beograd,Vra?ar,Hram svetog Save,Sokolska,Stan,83.0,3.5,175000.0
17760,Beograd,Zvezdara,Denkova bašta,Mis Irbijeve,Stan,29.0,1.0,42900.0
17761,Beograd,Zemun,Save Kova?evi?a,Garibaldijeva,Stan,46.0,2.0,65800.0
17762,Beograd,Stari grad,Bajlonijeva pijaca,Jelisavete Na?i?,Stan,100.0,3.5,110000.0
17763,Beograd,Zvezdara,Mirijevo,Šejkina,Stan,55.0,2.5,34000.0
17764,Beograd,Zvezdara,Dimitrija Tucovi?a,Dimitrija Tucovi?a,Stan,61.0,3.0,115000.0
17765,Beograd,Zvezdara,U?iteljsko naselje,Mis Irbijeve,Stan,44.0,2.0,68600.0
17766,Beograd,Voždovac,Farmaceutski fakultet,Hrizantema,Stan,54.0,2.0,48500.0
17767,Beograd,Vra?ar,Hram svetog Save,Svetog Save,Stan,60.0,2.0,90000.0
17768,Beograd,Palilula,Karaburma,Salvadora Aljendea,Stan,60.0,2.5,58000.0
17769,Beograd,?ukarica,Banovo brdo,Nedeljka ?abrinovi?a,Stan,40.0,2.0,40000.0
17770,Beograd,?ukarica,?ukari?ka padina,Obalskih radnika,Stan,29.0,0.5,40000.0
17771,Beograd,Palilula,Bor?a,Trg oslobo?enja,Stan,38.0,1.5,40000.0
17772,Beograd,Zvezdara,Severni bulevar,Supilova,Stan,117.0,3.0,157950.0
17773,Beograd,Vra?ar,Crveni krst,Gr?i?a Milenka,Stan,44.0,2.5,57000.0
17774,Beograd,Voždovac,Bra?e Jerkovi?,Vojvode Vlahovi?a,Stan,29.0,0.5,31000.0
17775,Beograd,Rakovica,Miljakovac,Miljakova?ki vinogradi,Stan,80.0,3.0,59000.0
17776,Beograd,?ukarica,Cerak,Ven?a?ka,Stan,65.0,3.0,65000.0
17777,Beograd,?ukarica,Banovo brdo,Orfelinova,Stan,93.0,3.0,162000.0
17778,Beograd,Rakovica,Centar,Starca Milije,Stan,58.0,2.0,65000.0
17779,Beograd,Palilula,Višnji?ka Banja,Draginje Adamovi?,Stan,56.0,2.0,40000.0
17780,Beograd,Zvezdara,Zeleno brdo,Lošinjska,Stan,70.0,3.5,92400.0
17781,Beograd,Zemun,Meandri,Ba?ka,Stan,42.0,2.0,51000.0
17782,Beograd,Voždovac,Medakovi? 2,Rastka Petrovi?a,Stan,64.0,2.5,65000.0
17783,Beograd,Novi Beograd,Blok 19a,Milentija Popovi?a,Stan,94.0,3.5,115000.0
17784,Beograd,Voždovac,Medakovi? 2,Borivoja Stevanovi?a,Stan,66.0,2.5,66000.0
17785,Beograd,Voždovac,Ustani?ka,Ustani?ka,Stan,17.0,1.0,24500.0
17786,Beograd,Stari grad,Knez Mihailova,Cara Uroša,Stan,31.0,1.0,56000.0
17787,Beograd,Voždovac,Lekino brdo,Beli?ka,Stan,46.0,1.5,80300.0
17788,Beograd,Zvezdara,Mirijevo,Dragoslava Srejovi?a,Stan,58.0,3.0,60610.0
17789,Beograd,Rakovica,Kneževac,Kneževa?ka,Stan,51.0,1.5,36000.0
17790,Beograd,Savski venac,Centar,Kraljice Natalije ,Stan,87.0,3.0,190000.0
17791,Beograd,Palilula,Karaburma,Tina Ujevi?a,Stan,34.0,1.0,36000.0
17792,Beograd,Novi Beograd,Blok 63,Nehruova,Stan,91.0,4.0,93000.0
17793,Beograd,Palilula,Karaburma,?ustendilska,Stan,56.0,2.5,38000.0
17794,Beograd,Voždovac,Darvinova pošta,Ljuba Vu?kovi?a,Stan,98.0,3.5,89900.0
17795,Beograd,Zvezdara,Vukov Spomenik,Zahumska,Stan,40.0,1.0,48000.0
17796,Beograd,Palilula,Karaburma,Marijane Gregoran,Stan,33.0,1.0,28000.0
17797,Beograd,Palilula,Kotež,Veletinska ,Stan,38.0,1.5,30000.0
17798,Beograd,Palilula,Bor?a,Put za Ov?u,Stan,83.0,2.0,43000.0
17799,Beograd,Palilula,Padinska skela,Srpskog Husarskog puka,Stan,70.0,2.5,40000.0
17800,Beograd,Zvezdara,Mirijevo,Dragoslava Srejovi?a,Stan,61.0,2.0,63745.0
17801,Beograd,Palilula,Karaburma,?ika Miše ?uri?a,Stan,39.0,1.5,22000.0
17802,Beograd,Zemun,Zemun polje,Bertranda Rasela,Stan,65.0,2.5,41000.0
17803,Beograd,Zvezdara,Lion,Preševska,Stan,100.0,4.0,180000.0
17804,Beograd,Palilula,Krnja?a,Grge Andrijanovi?a,Stan,59.0,2.5,48000.0
17805,Beograd,Savski venac,Senjak,Bulevar vojvode Miši?a,Stan,106.0,4.0,120000.0
17806,Beograd,Palilula,Bor?a,Save Maleševi?a,Stan,75.0,4.0,65000.0
17807,Beograd,Palilula,Karaburma,Husinskih rudara,Stan,140.0,4.0,100000.0
17808,Beograd,Zvezdara,?eram pijaca,Mariborska,Stan,47.0,2.0,77500.0
17809,Beograd,Vra?ar,Krunska,Molerova,Stan,58.0,2.0,112000.0
17810,Beograd,Zvezdara,?eram pijaca,Vojvode Savatija,Stan,69.0,2.5,120000.0
17811,Beograd,Voždovac,Lekino brdo,Beli?ka,Stan,74.0,3.5,128500.0
17812,Beograd,Zvezdara,Bulevar kralja Aleksandra,Bekerelova,Stan,70.0,2.5,63000.0
17813,Beograd,Zvezdara,Bulevar kralja Aleksandra,Bekerelova,Stan,51.0,1.5,46000.0
17814,Beograd,Novi Beograd,Hotel Hyatt,Bulevar Zorana ?in?i?a,Stan,65.0,2.5,139000.0
17815,Beograd,Vra?ar,Kaleni? pijaca,Mileševska,Stan,73.0,2.0,189000.0
17816,Beograd,Zvezdara,Mirijevo,Petrarkina,Stan,72.0,2.5,58000.0
17817,Beograd,?ukarica,Cerak,Bitoljska,Stan,85.0,4.0,79000.0
17818,Beograd,Rakovica,Miljakovac,Nikole Marakovi?a,Stan,94.0,4.5,91000.0
17819,Beograd,?ukarica,?ukari?ka padina,Mladena Mitri?a,Stan,69.0,2.5,75600.0
17820,Beograd,Zemun,Centar,Dr Petra Markovi?a,Stan,58.0,2.5,61900.0
17821,Beograd,Novi Beograd,Blok 62,Nehruova,Stan,75.0,2.5,75000.0
17822,Beograd,?ukarica,Cerak vinogradi,BREZE,Stan,59.0,1.5,57000.0
17823,Beograd,Palilula,Kotež,8. Sutjeska,Stan,25.0,0.5,19000.0
17824,Beograd,Vra?ar,Bulevar kralja Aleksandra,SVETOZARA MARKOVI?A,Stan,78.0,3.0,165000.0
17825,Beograd,Voždovac,Jove Ili?a,Jove Ilica,Stan,135.0,3.0,230000.0
17826,Beograd,Zvezdara,Mirijevo,Ljubiše Miodragovi?a,Stan,65.0,2.5,65000.0
17827,Beograd,Voždovac,Banjica,Bulevar oslobodjenja,Stan,77.0,3.0,75000.0
17828,Beograd,Palilula,Karaburma,Dr.Drage Ljocic,Stan,90.0,4.0,75000.0
17829,Beograd,Vra?ar,Kaleni? pijaca,Pozarevacka,Stan,54.0,2.5,99900.0
17830,Beograd,Stari grad,Centar,Resavska,Stan,131.0,4.5,225000.0
17831,Beograd,Zvezdara,Lipov lad,Gvozdi?eva,Stan,120.0,3.0,169950.0
17832,Beograd,Zvezdara,Mirijevo,Dragoslava Srejovi?a,Stan,28.0,0.5,27200.0
17833,Beograd,?ukarica,Sun?ana padina,Milana Jovanovi?a,Stan,46.0,2.0,57900.0
17834,Beograd,Rakovica,Labudovo brdo,Sretena Mladenovi?a Mike,Stan,66.0,2.5,59000.0
17835,Beograd,?ukarica,Banovo brdo,Valjevska,Stan,36.0,1.0,49900.0
17836,Beograd,?ukarica,Sun?ana padina,Milana Jovanovi?a,Stan,38.0,2.0,49000.0
17837,Beograd,Palilula,Višnjica,Leonarda da Vin?ija,Stan,28.0,1.5,30000.0
17838,Beograd,Novi Beograd,Bežanijska kosa 2,Pedje Milosavljevi?a,Stan,85.0,3.5,92990.0
17839,Beograd,Vra?ar,Cvetni trg,NJegoševa,Stan,90.0,3.5,240000.0
17840,Beograd,Novi Beograd,YUBC,Bulevar Mihaila Pupina,Stan,109.0,3.0,248990.0
17841,Beograd,Voždovac,Bra?e Jerkovi?,Piva Karamatijevi?a48,Stan,48.0,1.5,48480.0
17842,Beograd,?ukarica,Julino brdo,Dušana Vlaji?a,Stan,39.0,1.5,38990.0
17843,Beograd,Rakovica,Labudovo brdo,Mrakovi?ka,Stan,48.0,1.0,40500.0
17844,Beograd,Rakovica,Petlovo brdo,17 Oktobra,Stan,33.0,1.5,36990.0
17845,Beograd,Savski venac,Beogra?anka,Kneza Miloša,Stan,38.0,1.5,63000.0
17846,Beograd,Zvezdara,Mirijevo,Matice srpske,Stan,60.0,2.0,57000.0
17847,Beograd,?ukarica,Julino brdo,Porucnika Spasica i Masere,Stan,81.0,3.0,73000.0
17848,Beograd,Voždovac,Bulevar oslobo?enja,VIDSKA,Stan,56.0,2.0,75000.0
17849,Beograd,Vra?ar,Južni bulevar,Maksima Gorkog,Stan,58.0,2.0,85500.0
17850,Beograd,Zvezdara,Mirijevo,Matice srpske,Stan,41.0,1.5,44000.0
17851,Beograd,Novi Beograd,Blok 45 (TC Enjub),Jurija Gagarina,Stan,60.0,2.0,70000.0
17852,Beograd,Rakovica,Labudovo brdo,Pavla Vujevi?a,Stan,33.0,1.5,31500.0
17853,Beograd,Vra?ar,Kaleni? pijaca,Niška,Stan,58.0,2.5,93000.0
17854,Beograd,Voždovac,Vojvode Vlahovi?a,VOJVODE STEPE,Stan,47.0,1.5,55000.0
17855,Beograd,?ukarica,Bele vode,"Leposave Vujoševi?,",Stan,90.0,3.5,70000.0
17856,Beograd,?ukarica,Bele vode,kod Vodovodske,Stan,65.0,2.5,60840.0
17857,Beograd,Palilula,Tašmajdan,Vladetina,Stan,146.0,5.0,199000.0
17858,Beograd,Palilula,Kotež,Kalovita,Stan,51.0,2.5,41000.0
17859,Beograd,Zvezdara,Slavujev venac,Igmanska,Stan,48.0,2.0,65000.0
17860,Beograd,Voždovac,Bra?e Jerkovi?,Vojvode Vlahovi?a,Stan,51.0,2.0,53000.0
17861,Beograd,Palilula,Bogoslovija,Visnjicka,Stan,105.0,4.0,139000.0
17862,Beograd,Vra?ar,Južni bulevar,Gospodara Vu?i?a,Stan,88.0,3.5,129900.0
17863,Beograd,Zvezdara,Gradska bolnica,Dimitrija Tucovi?a,Stan,60.0,2.5,75000.0
17864,Beograd,Palilula,Karaburma,Dr. Drage Ljo?i?,Stan,71.0,2.5,58000.0
17865,Beograd,Novi Beograd,Blok 28,Španskih boraca,Stan,55.0,2.0,73000.0
17866,Beograd,Zvezdara,Dimitrija Tucovi?a,BRA?E RIBNIKAR,Stan,47.0,2.0,58500.0
17867,Beograd,Stari grad,Centar,Gospodar Jevremova,Stan,83.0,3.0,170000.0
17868,Beograd,Zvezdara,Mirijevo,Ivana Sari?a,Stan,40.0,1.5,29000.0
17869,Beograd,Zvezdara,Mirijevo,Samjuela Beketa,Stan,30.0,1.0,36000.0
17870,Beograd,Zvezdara,Mirijevo,Ivana Sari?a,Stan,84.0,3.0,72000.0
17871,Beograd,Stari grad,Centar,Skadarska,Stan,80.0,3.0,150000.0
17872,Beograd,Stari grad,Centar,Palmoti?eva,Stan,77.0,2.5,150000.0
17873,Beograd,Novi Beograd,Bežanijska kosa 2,Pe?e Milosavljevi?a,Stan,94.0,3.5,120000.0
17874,Beograd,Palilula,Kotež,Kajuhova,Stan,38.0,1.5,25000.0
17875,Beograd,Voždovac,Bra?e Jerkovi?,Dragice Kon?ar,Stan,60.0,2.5,51800.0
17876,Beograd,Zvezdara,Gradska bolnica,Dimitrija Tucovi?a,Stan,85.0,3.0,119000.0
17877,Beograd,Zvezdara,Gradska bolnica,Dimitrija Tucovi?a,Stan,52.0,2.5,72800.0
17878,Beograd,Savski venac,Dedinje,Joce Jovanovi?a,Stan,42.0,2.0,57500.0
17879,Beograd,Voždovac,Autokomanda,Bulevar oslobo?enja,Stan,140.0,4.0,280000.0
17880,Beograd,Stari grad,Kralja Milana,Kralja Milana,Stan,156.0,4.0,650000.0
17881,Beograd,Vra?ar,Kaleni? pijaca,Golsvordijeva,Stan,70.0,3.0,140000.0
17882,Beograd,Vra?ar,Neimar,Šumatova?ka,Stan,63.0,2.5,129000.0
17883,Beograd,Savski venac,Dedinje,Velisava Vulovi?a,Stan,135.0,4.0,209000.0
17884,Beograd,Palilula,Centar,Bulevar despota Stefana,Stan,95.0,3.5,130000.0
17885,Beograd,?ukarica,Banovo brdo,Orfelinova,Stan,89.0,4.0,151300.0
17886,Beograd,Zvezdara,U?iteljsko naselje,Podujevska,Stan,21.0,0.5,27000.0
17887,Beograd,Novi Beograd,YUBC,Bulevar Mihaila Pupina,Stan,124.0,4.0,275000.0
17888,Beograd,Voždovac,Medakovi? 3,Bra?e Srni?,Stan,53.0,2.0,56900.0
17889,Beograd,Voždovac,Bra?e Jerkovi?,Rajacka ,Stan,108.0,4.0,130000.0
17890,Beograd,Rakovica,Vidikova?ka padina,Mome Stanojlovi?a,Stan,31.0,0.5,33500.0
17891,Beograd,?ukarica,Filmski grad,MILOJA ZAKICA,Stan,38.0,1.5,41900.0
17892,Beograd,Zvezdara,Mirijevo,Save Kova?evi?a,Stan,70.0,3.0,65000.0
17893,Beograd,Rakovica,Labudovo brdo,Bubanjskih žrtava,Stan,64.0,3.0,65000.0
17894,Beograd,Novi Beograd,Blok 63,Nehruova,Stan,86.0,3.0,71900.0
17895,Beograd,Rakovica,Kanarevo brdo,Petra Konjovi?a,Stan,39.0,0.5,32000.0
17896,Beograd,Savski venac,Palata pravde,Durmitorska,Stan,103.0,4.0,145000.0
17897,Beograd,Vra?ar,Hram svetog Save,Patrijarha Varnave,Stan,105.0,4.0,205000.0
17898,Beograd,Vra?ar,Crveni krst,Sazonova,Stan,98.0,3.5,185700.0
17899,Beograd,Vra?ar,Crveni krst,Sazonova,Stan,60.0,2.0,118000.0
17900,Beograd,Stari grad,Dor?ol,Visokog Stevana,Stan,87.0,3.5,122500.0
17901,Beograd,Palilula,Bulevar despota Stefana,Bulevar despota Stefana,Stan,65.0,2.5,87000.0
17902,Beograd,Zvezdara,Bulevar kralja Aleksandra,Ustanicka,Stan,90.0,3.0,90000.0
17903,Beograd,Zvezdara,Mirijevo,Mihaila Bulgakova,Stan,92.0,3.5,80000.0
17904,Beograd,Voždovac,Medakovi? 2,Mokroluška,Stan,53.0,2.0,44000.0
17905,Beograd,Zvezdara,Olimp,Vojvode Blažete,Stan,75.0,3.0,110000.0
17906,Beograd,Zvezdara,Olimp,Vojvode Blažete,Stan,44.0,1.5,67000.0
17907,Beograd,Zvezdara,Olimp,Vojvode Blažete,Stan,59.0,2.5,90000.0
17908,Beograd,Palilula,Centar,Šajkaška,Stan,77.0,2.5,89000.0
17909,Beograd,Voždovac,Bra?e Jerkovi?,Bra?e Jerkovi?,Stan,40.0,1.0,47000.0
17910,Beograd,Voždovac,FON - Bile?ka,Nikši?ka,Stan,45.0,1.5,57000.0
17911,Beograd,Zvezdara,Lion,Bulevar kralja Aleksandra,Stan,70.0,2.5,89000.0
17912,Beograd,Palilula,Karaburma,?ika Miše ?uri?a,Stan,120.0,5.0,88000.0
17913,Beograd,Savski venac,Centar,Vojvode Milenka,Stan,88.0,3.0,151000.0
17914,Beograd,Zvezdara,?eram pijaca,?ev?elijska,Stan,57.0,2.0,95000.0
17915,Beograd,Stari grad,Centar,?ika Ljubina,Stan,53.0,2.0,159000.0
17916,Beograd,Zvezdara,Mirijevo,Ljubiše Miodragovi?a,Stan,46.0,2.0,36000.0
17917,Beograd,Voždovac,Vojvode Stepe,Vojvode Stepe,Stan,93.0,4.0,93000.0
17918,Beograd,Savski venac,Dedinje,Vajara ?oke Jovanovi?a,Stan,272.0,5.0,1100000.0
17919,Beograd,?ukarica,Golf,Žarka Vukovi?a Pucara,Stan,100.0,3.0,250000.0
17920,Beograd,Voždovac,FON - Bile?ka,Kalni?ka,Stan,305.0,5.0,209000.0
17921,Beograd,Voždovac,Vojvode Stepe,Jovana Popovi?a,Stan,82.0,3.5,64300.0
17922,Beograd,Novi Beograd,Blok 70 (kineski tržni centar), Jurija Gagarina,Stan,79.0,3.0,86000.0
17923,Beograd,Voždovac,Bra?e Jerkovi?,MEŠTROVI?EVA,Stan,77.0,3.0,75000.0
17924,Beograd,Voždovac,Lekino brdo,Tetovska,Stan,33.0,1.5,49500.0
17925,Beograd,Rakovica,Petlovo brdo,Go?ka,Stan,62.0,3.0,59000.0
17926,Beograd,Zvezdara,Gradska bolnica,Dimitrija Tucovi?a,Stan,63.0,2.5,88200.0
17927,Beograd,?ukarica,Cerak vinogradi,Kestenova,Stan,58.0,2.0,58000.0
17928,Beograd,Rakovica,Miljakovac,Borska,Stan,65.0,2.5,65000.0
17929,Beograd,Zvezdara,Mirijevo,Matice srpske,Stan,51.0,2.0,52000.0
17930,Beograd,Zvezdara,Mirijevo,Tribalska,Stan,38.0,1.5,27000.0
17931,Beograd,Stari grad,Dor?ol,Tadeuša Koš?uška,Stan,52.0,2.5,110000.0
17932,Beograd,?ukarica,Žarkovo,Vladimira Rolovi?a,Stan,52.0,2.0,48000.0
17933,Beograd,Rakovica,Kanarevo brdo,Borska,Stan,43.0,1.5,52000.0
17934,Beograd,Rakovica,Centar,Mile Dimi?,Stan,49.0,2.5,47000.0
17935,Beograd,Rakovica,Miljakovac,Borska,Stan,73.0,3.0,75000.0
17936,Beograd,Rakovica,Kanarevo brdo,Vukasovi?eva,Stan,60.0,2.0,48000.0
17937,Beograd,Rakovica,Miljakovac,Slavoljuba Vuksanovi?a,Stan,34.0,1.0,32000.0
17938,Beograd,?ukarica,Cerak vinogradi,Jasenova,Stan,58.0,1.5,60000.0
17939,Beograd,Rakovica,Kneževac,Slavka Rodica,Stan,41.0,1.5,33000.0
17940,Beograd,Voždovac,Konjarnik,Milica Rakica,Stan,66.0,2.0,69000.0
17941,Beograd,Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar Zorana ?in?i?a,Stan,85.0,3.0,119500.0
17942,Beograd,?ukarica,Košutnjak,Veljka Petrovi?a,Stan,43.0,1.0,40000.0
17943,Beograd,Stari grad,Obili?ev venac,Maršala Birjuzova,Stan,70.0,3.0,144000.0
17944,Beograd,Zvezdara,Mirijevo,Dola?ka,Stan,41.0,1.5,30000.0
17945,Beograd,Rakovica,Kanarevo brdo,Ivana Micurina,Stan,35.0,1.5,31500.0
17946,Beograd,Voždovac,Bra?e Jerkovi?,Brace Jerkovic,Stan,48.0,2.0,42000.0
17947,Beograd,Voždovac,Lekino brdo,Beli?ka,Stan,72.0,3.0,115200.0
17948,Beograd,Voždovac,Medakovi? 2,Rastka Petrovi?a ,Stan,96.0,3.0,65000.0
17949,Beograd,Novi Beograd,Bežanijska kosa 3,Nedeljka Gvozdenovi?a,Stan,86.0,3.0,103000.0
17950,Beograd,Voždovac,Hotel M,Mosorska,Stan,107.0,4.0,140000.0
17951,Beograd,Vra?ar,Slavija,Mišarska,Stan,90.0,3.5,248000.0
17952,Beograd,Novi Beograd,Blok 29,Bul.Arsenija Carnojevica,Stan,83.0,4.0,115000.0
17953,Beograd,Rakovica,Vidikovac,Pilota Mihaila Petrovi?a,Stan,81.0,3.0,85000.0
17954,Beograd,Novi Beograd,Blok 45 (TC Enjub),Nehruova,Stan,66.0,2.0,64900.0
17955,Beograd,Stari grad,Dor?ol,Žorža Klemansoa,Stan,105.0,4.0,160000.0
17956,Beograd,Voždovac,Bra?e Jerkovi?,Vojvode Vlahovi?a,Stan,54.0,2.0,60000.0
